"P","SOA","freq","primetype","prime","target","RT"
326,"SOA80","L","UN","leverage","PACIFIST",983
332,"SOA80","L","UN","leverage","PACIFIST",671
336,"SOA80","L","UN","leverage","PACIFIST",541
344,"SOA80","L","UN","leverage","PACIFIST",1031
348,"SOA80","L","UN","leverage","PACIFIST",450
350,"SOA80","L","UN","leverage","PACIFIST",529
501,"SOA47","L","PDISS","garachute","PARACHUTE",582
504,"SOA47","L","PDISS","garachute","PARACHUTE",871
507,"SOA47","L","PDISS","garachute","PARACHUTE",427
510,"SOA47","L","PDISS","garachute","PARACHUTE",518
513,"SOA47","L","PDISS","garachute","PARACHUTE",1205
516,"SOA47","L","PDISS","garachute","PARACHUTE",659
519,"SOA47","L","PDISS","garachute","PARACHUTE",463
522,"SOA47","L","PDISS","garachute","PARACHUTE",1268
525,"SOA47","L","PDISS","garachute","PARACHUTE",444
528,"SOA47","L","PDISS","garachute","PARACHUTE",840
503,"SOA47","L","PSIM","parashute","PARACHUTE",489
509,"SOA47","L","PSIM","parashute","PARACHUTE",537
511,"SOA47","L","PSIM","parashute","PARACHUTE",597
515,"SOA47","L","PSIM","parashute","PARACHUTE",480
517,"SOA47","L","PSIM","parashute","PARACHUTE",486
521,"SOA47","L","PSIM","parashute","PARACHUTE",668
523,"SOA47","L","PSIM","parashute","PARACHUTE",554
527,"SOA47","L","PSIM","parashute","PARACHUTE",803
535,"SOA47","L","PSIM","parashute","PARACHUTE",469
541,"SOA47","L","PSIM","parashute","PARACHUTE",533
502,"SOA47","L","UN","circulate","PARACHUTE",616
506,"SOA47","L","UN","circulate","PARACHUTE",817
508,"SOA47","L","UN","circulate","PARACHUTE",593
512,"SOA47","L","UN","circulate","PARACHUTE",572
514,"SOA47","L","UN","circulate","PARACHUTE",551
520,"SOA47","L","UN","circulate","PARACHUTE",518
524,"SOA47","L","UN","circulate","PARACHUTE",499
526,"SOA47","L","UN","circulate","PARACHUTE",659
530,"SOA47","L","UN","circulate","PARACHUTE",765
536,"SOA47","L","UN","circulate","PARACHUTE",640
319,"SOA80","L","PDISS","garachute","PARACMUTE",841
322,"SOA80","L","PDISS","garachute","PARACMUTE",861
325,"SOA80","L","PDISS","garachute","PARACMUTE",514
328,"SOA80","L","PDISS","garachute","PARACMUTE",398
331,"SOA80","L","PDISS","garachute","PARACMUTE",580
334,"SOA80","L","PDISS","garachute","PARACMUTE",617
337,"SOA80","L","PDISS","garachute","PARACMUTE",853
338,"SOA80","L","PDISS","garachute","PARACMUTE",504
346,"SOA80","L","PDISS","garachute","PARACMUTE",464
355,"SOA80","L","PDISS","garachute","PARACMUTE",523
321,"SOA80","L","PSIM","parashute","PARACMUTE",1065
323,"SOA80","L","PSIM","parashute","PARACMUTE",549
329,"SOA80","L","PSIM","parashute","PARACMUTE",876
333,"SOA80","L","PSIM","parashute","PARACMUTE",586
335,"SOA80","L","PSIM","parashute","PARACMUTE",534
339,"SOA80","L","PSIM","parashute","PARACMUTE",467
345,"SOA80","L","PSIM","parashute","PARACMUTE",1573
357,"SOA80","L","PSIM","parashute","PARACMUTE",554
320,"SOA80","L","UN","circulate","PARACMUTE",974
324,"SOA80","L","UN","circulate","PARACMUTE",737
326,"SOA80","L","UN","circulate","PARACMUTE",687
330,"SOA80","L","UN","circulate","PARACMUTE",786
332,"SOA80","L","UN","circulate","PARACMUTE",627
336,"SOA80","L","UN","circulate","PARACMUTE",697
344,"SOA80","L","UN","circulate","PARACMUTE",901
348,"SOA80","L","UN","circulate","PARACMUTE",672
350,"SOA80","L","UN","circulate","PARACMUTE",527
354,"SOA80","L","UN","circulate","PARACMUTE",974
503,"SOA47","M","PDISS","palticle","PARTICLE",505
506,"SOA47","M","PDISS","palticle","PARTICLE",633
509,"SOA47","M","PDISS","palticle","PARTICLE",600
512,"SOA47","M","PDISS","palticle","PARTICLE",451
515,"SOA47","M","PDISS","palticle","PARTICLE",666
521,"SOA47","M","PDISS","palticle","PARTICLE",617
524,"SOA47","M","PDISS","palticle","PARTICLE",513
527,"SOA47","M","PDISS","palticle","PARTICLE",617
530,"SOA47","M","PDISS","palticle","PARTICLE",571
536,"SOA47","M","PDISS","palticle","PARTICLE",541
502,"SOA47","M","PSIM","partecle","PARTICLE",585
504,"SOA47","M","PSIM","partecle","PARTICLE",965
508,"SOA47","M","PSIM","partecle","PARTICLE",669
510,"SOA47","M","PSIM","partecle","PARTICLE",635
514,"SOA47","M","PSIM","partecle","PARTICLE",674
516,"SOA47","M","PSIM","partecle","PARTICLE",667
520,"SOA47","M","PSIM","partecle","PARTICLE",458
522,"SOA47","M","PSIM","partecle","PARTICLE",561
526,"SOA47","M","PSIM","partecle","PARTICLE",565
528,"SOA47","M","PSIM","partecle","PARTICLE",565
501,"SOA47","M","UN","probable","PARTICLE",690
507,"SOA47","M","UN","probable","PARTICLE",566
511,"SOA47","M","UN","probable","PARTICLE",964
513,"SOA47","M","UN","probable","PARTICLE",917
517,"SOA47","M","UN","probable","PARTICLE",569
519,"SOA47","M","UN","probable","PARTICLE",511
523,"SOA47","M","UN","probable","PARTICLE",601
525,"SOA47","M","UN","probable","PARTICLE",642
535,"SOA47","M","UN","probable","PARTICLE",597
541,"SOA47","M","UN","probable","PARTICLE",547
324,"SOA80","M","PDISS","palticle","PARTICLE",559
327,"SOA80","M","PDISS","palticle","PARTICLE",709
330,"SOA80","M","PDISS","palticle","PARTICLE",649
333,"SOA80","M","PDISS","palticle","PARTICLE",804
336,"SOA80","M","PDISS","palticle","PARTICLE",544
345,"SOA80","M","PDISS","palticle","PARTICLE",758
348,"SOA80","M","PDISS","palticle","PARTICLE",655
354,"SOA80","M","PDISS","palticle","PARTICLE",1081
320,"SOA80","M","PSIM","partecle","PARTICLE",685
322,"SOA80","M","PSIM","partecle","PARTICLE",1708
326,"SOA80","M","PSIM","partecle","PARTICLE",792
328,"SOA80","M","PSIM","partecle","PARTICLE",729
334,"SOA80","M","PSIM","partecle","PARTICLE",547
338,"SOA80","M","PSIM","partecle","PARTICLE",360
344,"SOA80","M","PSIM","partecle","PARTICLE",1065
346,"SOA80","M","PSIM","partecle","PARTICLE",398
350,"SOA80","M","PSIM","partecle","PARTICLE",501
319,"SOA80","M","UN","probable","PARTICLE",682
323,"SOA80","M","UN","probable","PARTICLE",576
325,"SOA80","M","UN","probable","PARTICLE",623
329,"SOA80","M","UN","probable","PARTICLE",911
331,"SOA80","M","UN","probable","PARTICLE",747
335,"SOA80","M","UN","probable","PARTICLE",585
337,"SOA80","M","UN","probable","PARTICLE",521
339,"SOA80","M","UN","probable","PARTICLE",849
355,"SOA80","M","UN","probable","PARTICLE",548
511,"SOA47","M","PDISS","pertisent","PERTINENT",871
514,"SOA47","M","PDISS","pertisent","PERTINENT",456
520,"SOA47","M","PDISS","pertisent","PERTINENT",634
523,"SOA47","M","PDISS","pertisent","PERTINENT",739
535,"SOA47","M","PDISS","pertisent","PERTINENT",658
541,"SOA47","M","PDISS","pertisent","PERTINENT",612
501,"SOA47","M","PSIM","pertenant","PERTINENT",574
507,"SOA47","M","PSIM","pertenant","PERTINENT",545
519,"SOA47","M","PSIM","pertenant","PERTINENT",755
524,"SOA47","M","PSIM","pertenant","PERTINENT",724
525,"SOA47","M","PSIM","pertenant","PERTINENT",586
536,"SOA47","M","PSIM","pertenant","PERTINENT",740
503,"SOA47","M","UN","sentiment","PERTINENT",793
504,"SOA47","M","UN","sentiment","PERTINENT",1214
509,"SOA47","M","UN","sentiment","PERTINENT",818
516,"SOA47","M","UN","sentiment","PERTINENT",1179
527,"SOA47","M","UN","sentiment","PERTINENT",773
528,"SOA47","M","UN","sentiment","PERTINENT",1588
320,"SOA80","M","PDISS","pertisent","PERTINENT",975
323,"SOA80","M","PDISS","pertisent","PERTINENT",695
326,"SOA80","M","PDISS","pertisent","PERTINENT",782
329,"SOA80","M","PDISS","pertisent","PERTINENT",1021
332,"SOA80","M","PDISS","pertisent","PERTINENT",705
335,"SOA80","M","PDISS","pertisent","PERTINENT",781
339,"SOA80","M","PDISS","pertisent","PERTINENT",785
344,"SOA80","M","PDISS","pertisent","PERTINENT",1066
350,"SOA80","M","PDISS","pertisent","PERTINENT",447
319,"SOA80","M","PSIM","pertenant","PERTINENT",1411
324,"SOA80","M","PSIM","pertenant","PERTINENT",845
330,"SOA80","M","PSIM","pertenant","PERTINENT",664
331,"SOA80","M","PSIM","pertenant","PERTINENT",850
336,"SOA80","M","PSIM","pertenant","PERTINENT",619
337,"SOA80","M","PSIM","pertenant","PERTINENT",511
348,"SOA80","M","PSIM","pertenant","PERTINENT",548
355,"SOA80","M","PSIM","pertenant","PERTINENT",617
321,"SOA80","M","UN","sentiment","PERTINENT",1562
322,"SOA80","M","UN","sentiment","PERTINENT",1479
328,"SOA80","M","UN","sentiment","PERTINENT",779
334,"SOA80","M","UN","sentiment","PERTINENT",729
345,"SOA80","M","UN","sentiment","PERTINENT",847
502,"SOA47","M","PDISS","thenomena","PHENOMENA",686
508,"SOA47","M","PDISS","thenomena","PHENOMENA",571
511,"SOA47","M","PDISS","thenomena","PHENOMENA",468
514,"SOA47","M","PDISS","thenomena","PHENOMENA",423
520,"SOA47","M","PDISS","thenomena","PHENOMENA",585
523,"SOA47","M","PDISS","thenomena","PHENOMENA",605
526,"SOA47","M","PDISS","thenomena","PHENOMENA",517
535,"SOA47","M","PDISS","thenomena","PHENOMENA",892
541,"SOA47","M","PDISS","thenomena","PHENOMENA",521
501,"SOA47","M","PSIM","phenomina","PHENOMENA",740
506,"SOA47","M","PSIM","phenomina","PHENOMENA",531
507,"SOA47","M","PSIM","phenomina","PHENOMENA",720
512,"SOA47","M","PSIM","phenomina","PHENOMENA",438
513,"SOA47","M","PSIM","phenomina","PHENOMENA",508
519,"SOA47","M","PSIM","phenomina","PHENOMENA",524
524,"SOA47","M","PSIM","phenomina","PHENOMENA",510
525,"SOA47","M","PSIM","phenomina","PHENOMENA",751
530,"SOA47","M","PSIM","phenomina","PHENOMENA",393
536,"SOA47","M","PSIM","phenomina","PHENOMENA",431
503,"SOA47","M","UN","arbitrary","PHENOMENA",811
504,"SOA47","M","UN","arbitrary","PHENOMENA",737
509,"SOA47","M","UN","arbitrary","PHENOMENA",1032
510,"SOA47","M","UN","arbitrary","PHENOMENA",622
515,"SOA47","M","UN","arbitrary","PHENOMENA",680
516,"SOA47","M","UN","arbitrary","PHENOMENA",1388
521,"SOA47","M","UN","arbitrary","PHENOMENA",596
522,"SOA47","M","UN","arbitrary","PHENOMENA",685
527,"SOA47","M","UN","arbitrary","PHENOMENA",1271
528,"SOA47","M","UN","arbitrary","PHENOMENA",536
320,"SOA80","M","PDISS","thenomena","PHENOMENA",1212
323,"SOA80","M","PDISS","thenomena","PHENOMENA",909
326,"SOA80","M","PDISS","thenomena","PHENOMENA",1067
329,"SOA80","M","PDISS","thenomena","PHENOMENA",779
332,"SOA80","M","PDISS","thenomena","PHENOMENA",893
335,"SOA80","M","PDISS","thenomena","PHENOMENA",659
339,"SOA80","M","PDISS","thenomena","PHENOMENA",578
344,"SOA80","M","PDISS","thenomena","PHENOMENA",1435
347,"SOA80","M","PDISS","thenomena","PHENOMENA",881
350,"SOA80","M","PDISS","thenomena","PHENOMENA",407
319,"SOA80","M","PSIM","phenomina","PHENOMENA",1614
324,"SOA80","M","PSIM","phenomina","PHENOMENA",488
325,"SOA80","M","PSIM","phenomina","PHENOMENA",597
330,"SOA80","M","PSIM","phenomina","PHENOMENA",1036
331,"SOA80","M","PSIM","phenomina","PHENOMENA",842
336,"SOA80","M","PSIM","phenomina","PHENOMENA",537
337,"SOA80","M","PSIM","phenomina","PHENOMENA",630
348,"SOA80","M","PSIM","phenomina","PHENOMENA",472
355,"SOA80","M","PSIM","phenomina","PHENOMENA",532
321,"SOA80","M","UN","arbitrary","PHENOMENA",1128
322,"SOA80","M","UN","arbitrary","PHENOMENA",1235
327,"SOA80","M","UN","arbitrary","PHENOMENA",496
328,"SOA80","M","UN","arbitrary","PHENOMENA",617
333,"SOA80","M","UN","arbitrary","PHENOMENA",1013
334,"SOA80","M","UN","arbitrary","PHENOMENA",585
338,"SOA80","M","UN","arbitrary","PHENOMENA",568
345,"SOA80","M","UN","arbitrary","PHENOMENA",697
346,"SOA80","M","UN","arbitrary","PHENOMENA",659
357,"SOA80","M","UN","arbitrary","PHENOMENA",588
504,"SOA47","L","PDISS","pintacle","PINNACLE",1073
507,"SOA47","L","PDISS","pintacle","PINNACLE",516
510,"SOA47","L","PDISS","pintacle","PINNACLE",681
513,"SOA47","L","PDISS","pintacle","PINNACLE",722
516,"SOA47","L","PDISS","pintacle","PINNACLE",687
519,"SOA47","L","PDISS","pintacle","PINNACLE",501
522,"SOA47","L","PDISS","pintacle","PINNACLE",994
525,"SOA47","L","PDISS","pintacle","PINNACLE",469
528,"SOA47","L","PDISS","pintacle","PINNACLE",1106
503,"SOA47","L","PSIM","pinnicle","PINNACLE",585
509,"SOA47","L","PSIM","pinnicle","PINNACLE",550
511,"SOA47","L","PSIM","pinnicle","PINNACLE",680
515,"SOA47","L","PSIM","pinnicle","PINNACLE",602
517,"SOA47","L","PSIM","pinnicle","PINNACLE",883
521,"SOA47","L","PSIM","pinnicle","PINNACLE",588
523,"SOA47","L","PSIM","pinnicle","PINNACLE",964
527,"SOA47","L","PSIM","pinnicle","PINNACLE",574
535,"SOA47","L","PSIM","pinnicle","PINNACLE",631
541,"SOA47","L","PSIM","pinnicle","PINNACLE",667
506,"SOA47","L","UN","decorate","PINNACLE",1203
508,"SOA47","L","UN","decorate","PINNACLE",791
512,"SOA47","L","UN","decorate","PINNACLE",495
514,"SOA47","L","UN","decorate","PINNACLE",482
524,"SOA47","L","UN","decorate","PINNACLE",539
536,"SOA47","L","UN","decorate","PINNACLE",539
319,"SOA80","L","PDISS","pintacle","PINNACLE",859
322,"SOA80","L","PDISS","pintacle","PINNACLE",1180
325,"SOA80","L","PDISS","pintacle","PINNACLE",759
328,"SOA80","L","PDISS","pintacle","PINNACLE",474
331,"SOA80","L","PDISS","pintacle","PINNACLE",818
334,"SOA80","L","PDISS","pintacle","PINNACLE",620
337,"SOA80","L","PDISS","pintacle","PINNACLE",538
338,"SOA80","L","PDISS","pintacle","PINNACLE",723
346,"SOA80","L","PDISS","pintacle","PINNACLE",511
355,"SOA80","L","PDISS","pintacle","PINNACLE",920
321,"SOA80","L","PSIM","pinnicle","PINNACLE",1073
323,"SOA80","L","PSIM","pinnicle","PINNACLE",599
327,"SOA80","L","PSIM","pinnicle","PINNACLE",802
329,"SOA80","L","PSIM","pinnicle","PINNACLE",1184
333,"SOA80","L","PSIM","pinnicle","PINNACLE",632
335,"SOA80","L","PSIM","pinnicle","PINNACLE",494
339,"SOA80","L","PSIM","pinnicle","PINNACLE",760
357,"SOA80","L","PSIM","pinnicle","PINNACLE",585
320,"SOA80","L","UN","decorate","PINNACLE",952
324,"SOA80","L","UN","decorate","PINNACLE",493
330,"SOA80","L","UN","decorate","PINNACLE",816
332,"SOA80","L","UN","decorate","PINNACLE",688
336,"SOA80","L","UN","decorate","PINNACLE",617
344,"SOA80","L","UN","decorate","PINNACLE",1313
348,"SOA80","L","UN","decorate","PINNACLE",516
350,"SOA80","L","UN","decorate","PINNACLE",540
354,"SOA80","L","UN","decorate","PINNACLE",832
506,"SOA47","L","PDISS","pistochio","PISTACHIO",1224
509,"SOA47","L","PDISS","pistochio","PISTACHIO",881
512,"SOA47","L","PDISS","pistochio","PISTACHIO",742
515,"SOA47","L","PDISS","pistochio","PISTACHIO",772
521,"SOA47","L","PDISS","pistochio","PISTACHIO",660
527,"SOA47","L","PDISS","pistochio","PISTACHIO",1360
536,"SOA47","L","PDISS","pistochio","PISTACHIO",678
502,"SOA47","L","PSIM","pastachio","PISTACHIO",1109
504,"SOA47","L","PSIM","pastachio","PISTACHIO",822
508,"SOA47","L","PSIM","pastachio","PISTACHIO",652
510,"SOA47","L","PSIM","pastachio","PISTACHIO",529
514,"SOA47","L","PSIM","pastachio","PISTACHIO",444
516,"SOA47","L","PSIM","pastachio","PISTACHIO",798
520,"SOA47","L","PSIM","pastachio","PISTACHIO",546
522,"SOA47","L","PSIM","pastachio","PISTACHIO",620
526,"SOA47","L","PSIM","pastachio","PISTACHIO",994
528,"SOA47","L","PSIM","pastachio","PISTACHIO",621
511,"SOA47","L","UN","receptive","PISTACHIO",833
513,"SOA47","L","UN","receptive","PISTACHIO",804
517,"SOA47","L","UN","receptive","PISTACHIO",838
519,"SOA47","L","UN","receptive","PISTACHIO",780
523,"SOA47","L","UN","receptive","PISTACHIO",645
525,"SOA47","L","UN","receptive","PISTACHIO",701
535,"SOA47","L","UN","receptive","PISTACHIO",751
541,"SOA47","L","UN","receptive","PISTACHIO",724
321,"SOA80","L","PDISS","pistochio","PISTACHIO",1249
324,"SOA80","L","PDISS","pistochio","PISTACHIO",496
327,"SOA80","L","PDISS","pistochio","PISTACHIO",1104
330,"SOA80","L","PDISS","pistochio","PISTACHIO",686
336,"SOA80","L","PDISS","pistochio","PISTACHIO",557
345,"SOA80","L","PDISS","pistochio","PISTACHIO",803
320,"SOA80","L","PSIM","pastachio","PISTACHIO",1009
322,"SOA80","L","PSIM","pastachio","PISTACHIO",1597
328,"SOA80","L","PSIM","pastachio","PISTACHIO",465
334,"SOA80","L","PSIM","pastachio","PISTACHIO",535
338,"SOA80","L","PSIM","pastachio","PISTACHIO",455
344,"SOA80","L","PSIM","pastachio","PISTACHIO",1047
346,"SOA80","L","PSIM","pastachio","PISTACHIO",451
350,"SOA80","L","PSIM","pastachio","PISTACHIO",575
323,"SOA80","L","UN","receptive","PISTACHIO",1070
325,"SOA80","L","UN","receptive","PISTACHIO",1062
329,"SOA80","L","UN","receptive","PISTACHIO",1648
331,"SOA80","L","UN","receptive","PISTACHIO",936
335,"SOA80","L","UN","receptive","PISTACHIO",751
339,"SOA80","L","UN","receptive","PISTACHIO",756
355,"SOA80","L","UN","receptive","PISTACHIO",589
506,"SOA47","L","PDISS","porcelit","PORCELAIN",780
509,"SOA47","L","PDISS","porcelit","PORCELAIN",830
512,"SOA47","L","PDISS","porcelit","PORCELAIN",533
515,"SOA47","L","PDISS","porcelit","PORCELAIN",665
521,"SOA47","L","PDISS","porcelit","PORCELAIN",572
524,"SOA47","L","PDISS","porcelit","PORCELAIN",403
527,"SOA47","L","PDISS","porcelit","PORCELAIN",601
530,"SOA47","L","PDISS","porcelit","PORCELAIN",658
536,"SOA47","L","PDISS","porcelit","PORCELAIN",759
502,"SOA47","L","PSIM","porcelin","PORCELAIN",766
504,"SOA47","L","PSIM","porcelin","PORCELAIN",1134
508,"SOA47","L","PSIM","porcelin","PORCELAIN",601
510,"SOA47","L","PSIM","porcelin","PORCELAIN",574
514,"SOA47","L","PSIM","porcelin","PORCELAIN",661
516,"SOA47","L","PSIM","porcelin","PORCELAIN",566
520,"SOA47","L","PSIM","porcelin","PORCELAIN",669
526,"SOA47","L","PSIM","porcelin","PORCELAIN",466
528,"SOA47","L","PSIM","porcelin","PORCELAIN",578
501,"SOA47","L","UN","repulsion","PORCELAIN",698
507,"SOA47","L","UN","repulsion","PORCELAIN",723
517,"SOA47","L","UN","repulsion","PORCELAIN",701
519,"SOA47","L","UN","repulsion","PORCELAIN",450
523,"SOA47","L","UN","repulsion","PORCELAIN",960
525,"SOA47","L","UN","repulsion","PORCELAIN",676
535,"SOA47","L","UN","repulsion","PORCELAIN",705
541,"SOA47","L","UN","repulsion","PORCELAIN",753
324,"SOA80","L","PDISS","porcelit","PORCELAIN",513
327,"SOA80","L","PDISS","porcelit","PORCELAIN",624
330,"SOA80","L","PDISS","porcelit","PORCELAIN",1058
333,"SOA80","L","PDISS","porcelit","PORCELAIN",629
336,"SOA80","L","PDISS","porcelit","PORCELAIN",640
345,"SOA80","L","PDISS","porcelit","PORCELAIN",694
348,"SOA80","L","PDISS","porcelit","PORCELAIN",636
354,"SOA80","L","PDISS","porcelit","PORCELAIN",965
357,"SOA80","L","PDISS","porcelit","PORCELAIN",525
320,"SOA80","L","PSIM","porcelin","PORCELAIN",1240
322,"SOA80","L","PSIM","porcelin","PORCELAIN",858
326,"SOA80","L","PSIM","porcelin","PORCELAIN",636
328,"SOA80","L","PSIM","porcelin","PORCELAIN",775
332,"SOA80","L","PSIM","porcelin","PORCELAIN",491
334,"SOA80","L","PSIM","porcelin","PORCELAIN",675
338,"SOA80","L","PSIM","porcelin","PORCELAIN",430
344,"SOA80","L","PSIM","porcelin","PORCELAIN",1183
350,"SOA80","L","PSIM","porcelin","PORCELAIN",490
323,"SOA80","L","UN","repulsion","PORCELAIN",1211
325,"SOA80","L","UN","repulsion","PORCELAIN",545
331,"SOA80","L","UN","repulsion","PORCELAIN",617
337,"SOA80","L","UN","repulsion","PORCELAIN",1585
339,"SOA80","L","UN","repulsion","PORCELAIN",751
355,"SOA80","L","UN","repulsion","PORCELAIN",624
503,"SOA47","L","PDISS","procipice","PRECIPICE",647
512,"SOA47","L","PDISS","procipice","PRECIPICE",706
521,"SOA47","L","PDISS","procipice","PRECIPICE",669
524,"SOA47","L","PDISS","procipice","PRECIPICE",881
527,"SOA47","L","PDISS","procipice","PRECIPICE",896
536,"SOA47","L","PDISS","procipice","PRECIPICE",1504
504,"SOA47","L","PSIM","presipice","PRECIPICE",934
508,"SOA47","L","PSIM","presipice","PRECIPICE",569
514,"SOA47","L","PSIM","presipice","PRECIPICE",462
520,"SOA47","L","PSIM","presipice","PRECIPICE",520
522,"SOA47","L","PSIM","presipice","PRECIPICE",639
501,"SOA47","L","UN","plaintive","PRECIPICE",594
511,"SOA47","L","UN","plaintive","PRECIPICE",942
519,"SOA47","L","UN","plaintive","PRECIPICE",507
525,"SOA47","L","UN","plaintive","PRECIPICE",641
535,"SOA47","L","UN","plaintive","PRECIPICE",742
541,"SOA47","L","UN","plaintive","PRECIPICE",658
324,"SOA80","L","PDISS","procipice","PRECIPICE",1081
330,"SOA80","L","PDISS","procipice","PRECIPICE",850
345,"SOA80","L","PDISS","procipice","PRECIPICE",1255
348,"SOA80","L","PDISS","procipice","PRECIPICE",551
357,"SOA80","L","PDISS","procipice","PRECIPICE",914
320,"SOA80","L","PSIM","presipice","PRECIPICE",794
328,"SOA80","L","PSIM","presipice","PRECIPICE",722
332,"SOA80","L","PSIM","presipice","PRECIPICE",583
338,"SOA80","L","PSIM","presipice","PRECIPICE",692
346,"SOA80","L","PSIM","presipice","PRECIPICE",526
350,"SOA80","L","PSIM","presipice","PRECIPICE",447
323,"SOA80","L","UN","plaintive","PRECIPICE",877
331,"SOA80","L","UN","plaintive","PRECIPICE",886
335,"SOA80","L","UN","plaintive","PRECIPICE",526
337,"SOA80","L","UN","plaintive","PRECIPICE",933
339,"SOA80","L","UN","plaintive","PRECIPICE",872
355,"SOA80","L","UN","plaintive","PRECIPICE",762
502,"SOA47","M","PDISS","retional","RATIONAL",496
508,"SOA47","M","PDISS","retional","RATIONAL",533
511,"SOA47","M","PDISS","retional","RATIONAL",631
514,"SOA47","M","PDISS","retional","RATIONAL",635
517,"SOA47","M","PDISS","retional","RATIONAL",425
520,"SOA47","M","PDISS","retional","RATIONAL",533
